index,phone_number,cluster,plan_name,category,estimated_cost,suitability,final_score,rank
128,409-5939,4,All-Rounder 299,All-Rounder,299.0,0.649,0.675,2
128,409-5939,4,Night Owl 199,Night,220.69,0.516,0.648,3
129,331-4902,0,All-Rounder 299,All-Rounder,299.0,0.668,0.685,1
129,331-4902,0,Lite Value 149,Lite,177.24,0.519,0.671,2
129,331-4902,0,Night Owl 199,Night,239.0,0.529,0.645,3
130,353-6870,4,Lite Value 149,Lite,168.95,0.546,0.689,1
130,353-6870,4,All-Rounder 299,All-Rounder,299.25,0.662,0.681,2
130,353-6870,4,Day Saver 249,Day,267.33,0.53,0.631,3
131,355-2909,4,All-Rounder 299,All-Rounder,299.0,0.656,0.679,1
131,355-2909,4,Lite Value 149,Lite,172.44,0.52,0.674,2
131,355-2909,4,Night Owl 199,Night,228.87,0.54,0.656,3
132,390-6101,4,All-Rounder 299,All-Rounder,299.0,0.688,0.695,1
132,390-6101,4,Lite Value 149,Lite,186.8,0.493,0.653,2
132,390-6101,4,Night Owl 199,Night,250.27,0.509,0.629,3
133,400-3446,4,All-Rounder 299,All-Rounder,299.0,0.697,0.699,1
133,400-3446,4,Lite Value 149,Lite,172.06,0.528,0.678,2
133,400-3446,4,Day Saver 249,Day,270.71,0.547,0.638,3
134,411-5859,4,All-Rounder 299,All-Rounder,299.0,0.696,0.699,1
134,411-5859,4,Lite Value 149,Lite,172.81,0.526,0.677,2
134,411-5859,4,Day Saver 249,Day,271.42,0.545,0.637,3
135,387-2919,4,All-Rounder 299,All-Rounder,299.34,0.653,0.677,1
135,387-2919,4,Lite Value 149,Lite,174.63,0.51,0.668,2
135,387-2919,4,Night Owl 199,Night,225.76,0.543,0.659,3
136,374-8525,0,All-Rounder 299,All-Rounder,299.0,0.679,0.69,1
136,374-8525,0,Lite Value 149,Lite,176.2,0.501,0.662,2
136,374-8525,0,Night Owl 199,Night,237.44,0.514,0.638,3
137,379-5592,4,All-Rounder 299,All-Rounder,299.56,0.694,0.697,1
137,379-5592,4,Lite Value 149,Lite,173.97,0.528,0.677,2
137,379-5592,4,Day Saver 249,Day,271.83,0.549,0.639,3
138,345-8237,0,Lite Value 149,Lite,171.59,0.521,0.675,1
138,345-8237,0,All-Rounder 299,All-Rounder,299.34,0.649,0.675,2
138,345-8237,0,Night Owl 199,Night,229.78,0.547,0.659,3
139,422-6690,0,Lite Value 149,Lite,164.22,0.588,0.712,1
139,422-6690,0,All-Rounder 299,All-Rounder,299.06,0.674,0.687,2
139,422-6690,0,Day Saver 249,Day,262.4,0.574,0.656,3
140,346-2359,4,All-Rounder 299,All-Rounder,299.67,0.654,0.677,1
140,346-2359,4,Lite Value 149,Lite,179.97,0.488,0.654,2
140,346-2359,4,Night Owl 199,Night,241.87,0.49,0.624,3
141,374-3534,0,All-Rounder 299,All-Rounder,299.14,0.682,0.691,1
141,374-3534,0,Lite Value 149,Lite,179.83,0.495,0.658,2
141,374-3534,0,Night Owl 199,Night,243.86,0.514,0.635,3
142,381-4756,0,Lite Value 149,Lite,161.7,0.58,0.709,1
142,381-4756,0,All-Rounder 299,All-Rounder,299.0,0.656,0.679,2
142,381-4756,0,Day Saver 249,Day,260.47,0.57,0.655,3
143,390-2805,4,All-Rounder 299,All-Rounder,299.48,0.679,0.69,1
143,390-2805,4,Lite Value 149,Lite,180.71,0.538,0.679,2
143,390-2805,4,Day Saver 249,Day,270.92,0.569,0.649,3
144,390-2390,4,All-Rounder 299,All-Rounder,300.15,0.665,0.682,1
144,390-2390,4,Lite Value 149,Lite,176.2,0.512,0.668,2
144,390-2390,4,Night Owl 199,Night,233.89,0.532,0.649,3
145,419-9097,4,Lite Value 149,Lite,166.37,0.603,0.718,1
145,419-9097,4,All-Rounder 299,All-Rounder,300.2,0.648,0.674,2
145,419-9097,4,Day Saver 249,Day,259.45,0.599,0.67,3
146,386-7281,4,All-Rounder 299,All-Rounder,300.04,0.675,0.687,1
146,386-7281,4,Lite Value 149,Lite,174.07,0.52,0.673,2
146,386-7281,4,Night Owl 199,Night,233.21,0.511,0.639,3
147,380-3561,4,Lite Value 149,Lite,179.35,0.55,0.685,1
147,380-3561,4,All-Rounder 299,All-Rounder,299.48,0.648,0.674,2
147,380-3561,4,Day Saver 249,Day,264.85,0.593,0.664,3
148,390-8760,4,All-Rounder 299,All-Rounder,299.0,0.677,0.689,1
148,390-8760,4,Lite Value 149,Lite,169.72,0.541,0.686,2
148,390-8760,4,Day Saver 249,Day,268.2,0.545,0.638,3
149,366-6730,0,All-Rounder 299,All-Rounder,299.31,0.66,0.68,1
149,366-6730,0,Lite Value 149,Lite,187.84,0.504,0.658,2
149,366-6730,0,Day Saver 249,Day,276.39,0.554,0.639,3
150,395-5285,4,All-Rounder 299,All-Rounder,299.17,0.682,0.691,1
150,395-5285,4,Lite Value 149,Lite,171.76,0.534,0.681,2
150,395-5285,4,Day Saver 249,Day,270.12,0.547,0.638,3
151,354-3436,4,Night Owl 199,Night,224.54,0.56,0.668,1
151,354-3436,4,All-Rounder 299,All-Rounder,299.03,0.636,0.668,2
151,354-3436,4,Lite Value 149,Lite,182.8,0.464,0.641,3
152,336-7600,4,All-Rounder 299,All-Rounder,299.0,0.674,0.688,1
152,336-7600,4,Lite Value 149,Lite,169.89,0.539,0.685,2
152,336-7600,4,Night Owl 199,Night,233.13,0.522,0.644,3
153,383-6293,4,All-Rounder 299,All-Rounder,299.0,0.659,0.68,1
153,383-6293,4,Lite Value 149,Lite,174.79,0.531,0.678,2
153,383-6293,4,Day Saver 249,Day,268.35,0.562,0.647,3
154,362-4596,4,All-Rounder 299,All-Rounder,299.42,0.655,0.678,1
154,362-4596,4,Lite Value 149,Lite,185.1,0.514,0.664,2
154,362-4596,4,Day Saver 249,Day,273.31,0.569,0.648,3
155,401-3926,4,All-Rounder 299,All-Rounder,299.0,0.665,0.683,1
155,401-3926,4,Lite Value 149,Lite,187.94,0.459,0.636,2
155,401-3926,4,Night Owl 199,Night,248.35,0.508,0.63,3
156,370-9116,4,Lite Value 149,Lite,196.92,0.535,0.669,1
156,370-9116,4,All-Rounder 299,All-Rounder,306.61,0.645,0.669,2
156,370-9116,4,Day Saver 249,Day,270.28,0.588,0.659,3
157,328-6289,0,All-Rounder 299,All-Rounder,300.04,0.664,0.682,1
157,328-6289,0,Lite Value 149,Lite,184.0,0.474,0.645,2
157,328-6289,0,Night Owl 199,Night,240.39,0.52,0.64,3
158,350-9994,4,All-Rounder 299,All-Rounder,299.06,0.667,0.684,1
158,350-9994,4,Lite Value 149,Lite,175.79,0.511,0.668,2
158,350-9994,4,Day Saver 249,Day,273.82,0.534,0.63,3
159,351-4616,0,Lite Value 149,Lite,166.89,0.558,0.696,1
159,351-4616,0,All-Rounder 299,All-Rounder,299.0,0.683,0.692,2
159,351-4616,0,Night Owl 199,Night,228.66,0.499,0.635,3
160,360-5779,4,Lite Value 149,Lite,162.24,0.588,0.713,1
160,360-5779,4,All-Rounder 299,All-Rounder,299.0,0.678,0.69,2
160,360-5779,4,Day Saver 249,Day,261.24,0.538,0.638,3
161,417-4885,4,All-Rounder 299,All-Rounder,299.56,0.69,0.695,1
161,417-4885,4,Lite Value 149,Lite,185.42,0.489,0.652,2
161,417-4885,4,Night Owl 199,Night,249.9,0.507,0.629,3
162,406-4710,0,All-Rounder 299,All-Rounder,299.14,0.682,0.691,1
162,406-4710,0,Lite Value 149,Lite,179.45,0.495,0.658,2
162,406-4710,0,Night Owl 199,Night,244.08,0.504,0.63,3
163,409-8743,4,Lite Value 149,Lite,170.1,0.535,0.682,1
163,409-8743,4,Night Owl 199,Night,215.95,0.564,0.674,2
163,409-8743,4,All-Rounder 299,All-Rounder,299.62,0.632,0.666,3
164,335-4584,4,Lite Value 149,Lite,163.67,0.586,0.711,1
164,335-4584,4,All-Rounder 299,All-Rounder,299.0,0.675,0.688,2
164,335-4584,4,Day Saver 249,Day,261.8,0.573,0.656,3
165,361-9845,0,All-Rounder 299,All-Rounder,299.59,0.69,0.695,1
165,361-9845,0,Lite Value 149,Lite,184.88,0.515,0.665,2
165,361-9845,0,Day Saver 249,Day,275.5,0.557,0.641,3
166,366-5699,0,All-Rounder 299,All-Rounder,299.0,0.662,0.681,1
166,366-5699,0,Lite Value 149,Lite,174.21,0.516,0.671,2
166,366-5699,0,Night Owl 199,Night,234.16,0.535,0.65,3
167,329-9364,4,All-Rounder 299,All-Rounder,299.25,0.682,0.691,1
167,329-9364,4,Lite Value 149,Lite,183.3,0.483,0.65,2
167,329-9364,4,Night Owl 199,Night,247.03,0.512,0.632,3
168,390-7434,0,Lite Value 149,Lite,163.02,0.583,0.71,1
168,390-7434,0,All-Rounder 299,All-Rounder,299.78,0.66,0.68,2
168,390-7434,0,Day Saver 249,Day,261.57,0.561,0.65,3
169,404-9680,4,Lite Value 149,Lite,170.72,0.569,0.699,1
169,404-9680,4,All-Rounder 299,All-Rounder,299.0,0.672,0.687,2
169,404-9680,4,Day Saver 249,Day,264.03,0.576,0.656,3
170,338-9398,4,Lite Value 149,Lite,172.25,0.549,0.688,1
170,338-9398,4,All-Rounder 299,All-Rounder,299.9,0.639,0.67,2
170,338-9398,4,Day Saver 249,Day,263.81,0.585,0.661,3
171,394-2445,0,Lite Value 149,Lite,165.83,0.57,0.702,1
171,394-2445,0,All-Rounder 299,All-Rounder,299.17,0.691,0.696,2
171,394-2445,0,Day Saver 249,Day,264.71,0.556,0.646,3
172,381-2709,4,All-Rounder 299,All-Rounder,299.14,0.648,0.674,1
172,381-2709,4,Night Owl 199,Night,228.21,0.543,0.657,2
172,381-2709,4,Lite Value 149,Lite,180.4,0.478,0.649,3
173,397-5060,4,Lite Value 149,Lite,169.64,0.544,0.687,1
173,397-5060,4,All-Rounder 299,All-Rounder,300.15,0.667,0.683,2
173,397-5060,4,Night Owl 199,Night,225.0,0.517,0.646,3
174,415-2393,4,All-Rounder 299,All-Rounder,299.0,0.665,0.683,1
174,415-2393,4,Lite Value 149,Lite,173.82,0.534,0.68,2
174,415-2393,4,Day Saver 249,Day,269.62,0.558,0.644,3
175,377-1765,4,Lite Value 149,Lite,176.01,0.57,0.697,1
175,377-1765,4,All-Rounder 299,All-Rounder,299.31,0.662,0.681,2
175,377-1765,4,Day Saver 249,Day,265.41,0.585,0.66,3
176,409-2111,4,All-Rounder 299,All-Rounder,299.62,0.679,0.69,1
176,409-2111,4,Lite Value 149,Lite,171.46,0.533,0.681,2
176,409-2111,4,Night Owl 199,Night,231.23,0.511,0.64,3
177,401-3170,4,All-Rounder 299,All-Rounder,299.42,0.686,0.693,1
177,401-3170,4,Lite Value 149,Lite,175.52,0.518,0.671,2
177,401-3170,4,Day Saver 249,Day,273.39,0.545,0.636,3
178,405-5681,4,All-Rounder 299,All-Rounder,300.74,0.687,0.693,1
178,405-5681,4,Lite Value 149,Lite,174.39,0.526,0.676,2
178,405-5681,4,Night Owl 199,Night,237.71,0.509,0.636,3
179,411-4582,4,All-Rounder 299,All-Rounder,299.0,0.672,0.687,1
179,411-4582,4,Lite Value 149,Lite,184.13,0.493,0.654,2
179,411-4582,4,Day Saver 249,Day,276.43,0.532,0.628,3
180,355-5009,0,All-Rounder 299,All-Rounder,299.0,0.67,0.685,1
180,355-5009,0,Lite Value 149,Lite,181.71,0.485,0.652,2
180,355-5009,0,Night Owl 199,Night,242.26,0.526,0.642,3
181,372-3750,4,Lite Value 149,Lite,160.36,0.574,0.707,1
181,372-3750,4,All-Rounder 299,All-Rounder,299.53,0.641,0.671,2
181,372-3750,4,Night Owl 199,Night,208.93,0.528,0.66,3
182,405-2888,0,All-Rounder 299,All-Rounder,299.0,0.651,0.676,1
182,405-2888,0,Lite Value 149,Lite,172.93,0.516,0.672,2
182,405-2888,0,Night Owl 199,Night,230.5,0.494,0.632,3
183,361-3337,4,All-Rounder 299,All-Rounder,300.29,0.677,0.688,1
183,361-3337,4,Lite Value 149,Lite,180.5,0.495,0.657,2
183,361-3337,4,Day Saver 249,Day,278.38,0.53,0.626,3
184,350-1639,4,All-Rounder 299,All-Rounder,299.0,0.652,0.677,1
184,350-1639,4,Lite Value 149,Lite,180.41,0.531,0.675,2
184,350-1639,4,Day Saver 249,Day,267.84,0.577,0.655,3
185,333-3221,4,All-Rounder 299,All-Rounder,299.22,0.684,0.692,1
185,333-3221,4,Lite Value 149,Lite,186.0,0.483,0.649,2
185,333-3221,4,Unlimited Talk 399,Unlimited,402.02,0.648,0.623,3
186,422-1471,4,Lite Value 149,Lite,162.11,0.589,0.713,1
186,422-1471,4,All-Rounder 299,All-Rounder,299.06,0.631,0.666,2
186,422-1471,4,Night Owl 199,Night,221.83,0.552,0.665,3
187,399-7865,4,Lite Value 149,Lite,178.32,0.544,0.683,1
187,399-7865,4,Day Saver 249,Day,263.7,0.598,0.667,2
187,399-7865,4,All-Rounder 299,All-Rounder,299.25,0.623,0.662,3
188,373-4819,4,Lite Value 149,Lite,166.91,0.558,0.696,1
188,373-4819,4,All-Rounder 299,All-Rounder,299.0,0.686,0.694,2
188,373-4819,4,Night Owl 199,Night,229.37,0.511,0.641,3
189,338-6981,4,All-Rounder 299,All-Rounder,299.0,0.683,0.692,1
189,338-6981,4,Lite Value 149,Lite,179.6,0.525,0.673,2
189,338-6981,4,Day Saver 249,Day,272.53,0.558,0.643,3
190,418-4365,4,Lite Value 149,Lite,161.12,0.603,0.721,1
190,418-4365,4,All-Rounder 299,All-Rounder,299.0,0.663,0.682,2
190,418-4365,4,Day Saver 249,Day,259.96,0.541,0.641,3
191,359-5461,4,Lite Value 149,Lite,165.84,0.544,0.689,1
191,359-5461,4,All-Rounder 299,All-Rounder,299.0,0.641,0.671,2
191,359-5461,4,Night Owl 199,Night,224.88,0.552,0.664,3
192,375-3586,4,All-Rounder 299,All-Rounder,299.0,0.695,0.698,1
192,375-3586,4,Lite Value 149,Lite,173.93,0.531,0.679,2
192,375-3586,4,Day Saver 249,Day,270.84,0.552,0.641,3
193,407-8376,4,Lite Value 149,Lite,168.61,0.552,0.692,1
193,407-8376,4,All-Rounder 299,All-Rounder,299.95,0.667,0.684,2
193,407-8376,4,Day Saver 249,Day,267.04,0.529,0.631,3
194,408-6496,0,Lite Value 149,Lite,176.72,0.588,0.706,1
194,408-6496,0,Day Saver 249,Day,259.56,0.616,0.678,2
194,408-6496,0,All-Rounder 299,All-Rounder,299.0,0.632,0.667,3
195,385-7688,0,All-Rounder 299,All-Rounder,299.0,0.69,0.696,1
195,385-7688,0,Lite Value 149,Lite,166.93,0.557,0.695,2
195,385-7688,0,Day Saver 249,Day,265.88,0.558,0.646,3
196,332-6934,4,All-Rounder 299,All-Rounder,299.0,0.657,0.679,1
196,332-6934,4,Lite Value 149,Lite,176.47,0.501,0.662,2
196,332-6934,4,Night Owl 199,Night,229.91,0.54,0.655,3
197,378-3625,4,Lite Value 149,Lite,190.99,0.564,0.687,1
197,378-3625,4,Day Saver 249,Day,267.03,0.605,0.669,2
197,378-3625,4,All-Rounder 299,All-Rounder,303.44,0.642,0.669,3
198,353-7292,0,All-Rounder 299,All-Rounder,300.06,0.675,0.687,1
198,353-7292,0,Lite Value 149,Lite,195.64,0.515,0.66,2
198,353-7292,0,Unlimited Talk 399,Unlimited,402.86,0.677,0.637,3
199,399-6786,4,Night Owl 199,Night,218.34,0.558,0.67,1
199,399-6786,4,All-Rounder 299,All-Rounder,299.84,0.636,0.668,2
199,399-6786,4,Lite Value 149,Lite,175.43,0.5,0.662,3
200,358-3261,0,All-Rounder 299,All-Rounder,299.87,0.663,0.682,1
200,358-3261,0,Lite Value 149,Lite,180.23,0.488,0.654,2
200,358-3261,0,Night Owl 199,Night,234.88,0.526,0.646,3
201,377-9932,4,All-Rounder 299,All-Rounder,301.59,0.659,0.679,1
201,377-9932,4,Lite Value 149,Lite,189.9,0.455,0.633,2
201,377-9932,4,Night Owl 199,Night,253.78,0.494,0.62,3
202,397-4030,4,All-Rounder 299,All-Rounder,299.0,0.682,0.692,1
202,397-4030,4,Lite Value 149,Lite,176.74,0.521,0.672,2
202,397-4030,4,Day Saver 249,Day,272.4,0.551,0.639,3
203,367-1062,4,All-Rounder 299,All-Rounder,299.0,0.671,0.686,1
203,367-1062,4,Lite Value 149,Lite,170.74,0.527,0.678,2
203,367-1062,4,Night Owl 199,Night,226.92,0.526,0.65,3
204,341-8467,4,All-Rounder 299,All-Rounder,299.0,0.664,0.683,1
204,341-8467,4,Lite Value 149,Lite,177.57,0.496,0.659,2
204,341-8467,4,Night Owl 199,Night,239.39,0.494,0.627,3
205,339-9453,0,All-Rounder 299,All-Rounder,299.59,0.654,0.677,1
205,339-9453,0,Lite Value 149,Lite,172.89,0.518,0.673,2
205,339-9453,0,Night Owl 199,Night,226.25,0.515,0.644,3
206,344-3388,4,Lite Value 149,Lite,169.25,0.587,0.709,1
206,344-3388,4,Day Saver 249,Day,260.82,0.607,0.673,2
206,344-3388,4,All-Rounder 299,All-Rounder,300.04,0.636,0.668,3
207,375-8013,4,All-Rounder 299,All-Rounder,299.22,0.685,0.693,1
207,375-8013,4,Lite Value 149,Lite,173.46,0.525,0.676,2
207,375-8013,4,Night Owl 199,Night,238.85,0.512,0.637,3
208,408-4142,4,All-Rounder 299,All-Rounder,299.62,0.666,0.683,1
208,408-4142,4,Lite Value 149,Lite,176.61,0.521,0.672,2
208,408-4142,4,Night Owl 199,Night,238.63,0.53,0.646,3
209,386-3671,4,All-Rounder 299,All-Rounder,300.62,0.689,0.694,1
209,386-3671,4,Lite Value 149,Lite,184.43,0.498,0.657,2
209,386-3671,4,Day Saver 249,Day,279.24,0.539,0.63,3
210,411-2284,4,Lite Value 149,Lite,174.49,0.567,0.696,1
210,411-2284,4,All-Rounder 299,All-Rounder,299.45,0.668,0.684,2
210,411-2284,4,Day Saver 249,Day,266.07,0.58,0.657,3
211,346-7795,4,All-Rounder 299,All-Rounder,299.53,0.679,0.69,1
211,346-7795,4,Lite Value 149,Lite,177.63,0.51,0.666,2
211,346-7795,4,Day Saver 249,Day,275.05,0.542,0.633,3
212,333-5609,0,Lite Value 149,Lite,169.11,0.538,0.684,1
212,333-5609,0,All-Rounder 299,All-Rounder,299.2,0.646,0.673,2
212,333-5609,0,Day Saver 249,Day,267.24,0.535,0.634,3
213,405-1842,0,Lite Value 149,Lite,168.89,0.535,0.683,1
213,405-1842,0,All-Rounder 299,All-Rounder,299.62,0.646,0.673,2
213,405-1842,0,Night Owl 199,Night,225.63,0.551,0.663,3
214,366-6345,4,Lite Value 149,Lite,172.25,0.546,0.687,1
214,366-6345,4,All-Rounder 299,All-Rounder,301.13,0.627,0.663,2
214,366-6345,4,Day Saver 249,Day,265.46,0.583,0.659,3
215,337-9345,4,All-Rounder 299,All-Rounder,299.42,0.678,0.689,1
215,337-9345,4,Lite Value 149,Lite,173.06,0.526,0.676,2
215,337-9345,4,Night Owl 199,Night,235.39,0.519,0.642,3
216,328-6770,4,All-Rounder 299,All-Rounder,299.25,0.686,0.693,1
216,328-6770,4,Lite Value 149,Lite,168.38,0.551,0.691,2
216,328-6770,4,Day Saver 249,Day,267.08,0.535,0.634,3
217,380-7321,4,All-Rounder 299,All-Rounder,299.0,0.675,0.688,1
217,380-7321,4,Lite Value 149,Lite,179.46,0.486,0.653,2
217,380-7321,4,Night Owl 199,Night,238.81,0.522,0.642,3
218,375-1476,4,All-Rounder 299,All-Rounder,299.84,0.659,0.68,1
218,375-1476,4,Lite Value 149,Lite,184.01,0.515,0.665,2
218,375-1476,4,Day Saver 249,Day,272.78,0.565,0.646,3
219,356-1567,4,Lite Value 149,Lite,165.29,0.581,0.708,1
219,356-1567,4,All-Rounder 299,All-Rounder,299.0,0.653,0.677,2
219,356-1567,4,Day Saver 249,Day,260.77,0.586,0.663,3
220,422-6685,4,Lite Value 149,Lite,169.38,0.549,0.69,1
220,422-6685,4,All-Rounder 299,All-Rounder,299.62,0.678,0.689,2
220,422-6685,4,Night Owl 199,Night,233.26,0.519,0.643,3
221,336-1090,0,All-Rounder 299,All-Rounder,299.06,0.665,0.683,1
221,336-1090,0,Lite Value 149,Lite,174.2,0.516,0.671,2
221,336-1090,0,Night Owl 199,Night,232.08,0.531,0.649,3
222,343-2095,4,All-Rounder 299,All-Rounder,299.0,0.654,0.677,1
222,343-2095,4,Lite Value 149,Lite,179.72,0.477,0.649,2
222,343-2095,4,Night Owl 199,Night,236.65,0.504,0.634,3
223,345-3934,4,All-Rounder 299,All-Rounder,299.0,0.662,0.681,1
223,345-3934,4,Lite Value 149,Lite,173.5,0.516,0.671,2
223,345-3934,4,Night Owl 199,Night,236.79,0.488,0.626,3
224,338-8050,4,Night Owl 199,Night,214.37,0.564,0.675,1
224,338-8050,4,Lite Value 149,Lite,173.84,0.508,0.667,2
224,338-8050,4,All-Rounder 299,All-Rounder,300.06,0.626,0.663,3
225,388-9568,4,All-Rounder 299,All-Rounder,299.0,0.689,0.695,1
225,388-9568,4,Lite Value 149,Lite,180.74,0.494,0.657,2
225,388-9568,4,Night Owl 199,Night,245.42,0.507,0.631,3
226,402-6591,4,All-Rounder 299,All-Rounder,299.0,0.687,0.694,1
226,402-6591,4,Lite Value 149,Lite,179.33,0.5,0.66,2
226,402-6591,4,Day Saver 249,Day,276.33,0.538,0.631,3
227,403-6419,0,Lite Value 149,Lite,161.03,0.591,0.715,1
227,403-6419,0,All-Rounder 299,All-Rounder,299.0,0.637,0.669,2
227,403-6419,0,Day Saver 249,Day,259.75,0.58,0.66,3
228,386-9790,0,Lite Value 149,Lite,183.43,0.545,0.681,1
228,386-9790,0,All-Rounder 299,All-Rounder,299.92,0.655,0.678,2
228,386-9790,0,Day Saver 249,Day,267.26,0.591,0.662,3
229,378-5692,0,All-Rounder 299,All-Rounder,300.59,0.647,0.673,1
229,378-5692,0,Lite Value 149,Lite,180.46,0.489,0.654,2
229,378-5692,0,Day Saver 249,Day,277.85,0.533,0.628,3
230,360-3324,4,Lite Value 149,Lite,187.22,0.546,0.679,1
230,360-3324,4,All-Rounder 299,All-Rounder,301.06,0.644,0.671,2
230,360-3324,4,Day Saver 249,Day,266.35,0.604,0.669,3
231,410-3719,0,All-Rounder 299,All-Rounder,299.28,0.663,0.682,1
231,410-3719,0,Lite Value 149,Lite,181.41,0.489,0.654,2
231,410-3719,0,Day Saver 249,Day,279.06,0.531,0.626,3
232,352-4221,4,All-Rounder 299,All-Rounder,299.98,0.688,0.694,1
232,352-4221,4,Lite Value 149,Lite,173.67,0.532,0.679,2
232,352-4221,4,Day Saver 249,Day,271.4,0.551,0.64,3
233,327-6179,4,Lite Value 149,Lite,169.95,0.542,0.686,1
233,327-6179,4,All-Rounder 299,All-Rounder,299.25,0.67,0.685,2
233,327-6179,4,Day Saver 249,Day,268.31,0.54,0.636,3
234,359-6196,4,All-Rounder 299,All-Rounder,299.0,0.675,0.688,1
234,359-6196,4,Lite Value 149,Lite,179.23,0.491,0.656,2
234,359-6196,4,Night Owl 199,Night,240.87,0.508,0.634,3
235,374-9107,4,All-Rounder 299,All-Rounder,299.06,0.668,0.684,1
235,374-9107,4,Lite Value 149,Lite,172.75,0.52,0.674,2
235,374-9107,4,Night Owl 199,Night,230.81,0.508,0.639,3
236,357-4078,0,Lite Value 149,Lite,167.72,0.543,0.688,1
236,357-4078,0,All-Rounder 299,All-Rounder,299.0,0.654,0.677,2
236,357-4078,0,Night Owl 199,Night,231.6,0.533,0.651,3
237,366-5780,4,Lite Value 149,Lite,171.44,0.518,0.673,1
237,366-5780,4,All-Rounder 299,All-Rounder,299.0,0.633,0.667,2
237,366-5780,4,Night Owl 199,Night,218.64,0.528,0.655,3
238,393-9619,4,Lite Value 149,Lite,167.17,0.552,0.692,1
238,393-9619,4,Night Owl 199,Night,210.98,0.573,0.681,2
238,393-9619,4,All-Rounder 299,All-Rounder,299.2,0.623,0.662,3
239,355-9295,4,Lite Value 149,Lite,162.85,0.59,0.714,1
239,355-9295,4,All-Rounder 299,All-Rounder,299.0,0.679,0.69,2
239,355-9295,4,Day Saver 249,Day,261.79,0.569,0.654,3
240,400-5751,4,Lite Value 149,Lite,166.29,0.576,0.705,1
240,400-5751,4,All-Rounder 299,All-Rounder,299.81,0.64,0.67,2
240,400-5751,4,Day Saver 249,Day,262.14,0.59,0.664,3
241,338-1027,4,Lite Value 149,Lite,168.66,0.55,0.691,1
241,338-1027,4,All-Rounder 299,All-Rounder,299.64,0.652,0.676,2
241,338-1027,4,Night Owl 199,Night,222.35,0.545,0.661,3
242,405-8867,4,All-Rounder 299,All-Rounder,299.0,0.67,0.685,1
242,405-8867,4,Lite Value 149,Lite,187.12,0.51,0.661,2
242,405-8867,4,Day Saver 249,Day,276.35,0.549,0.636,3
243,336-5616,4,All-Rounder 299,All-Rounder,299.0,0.682,0.692,1
243,336-5616,4,Lite Value 149,Lite,172.89,0.55,0.689,2
243,336-5616,4,Day Saver 249,Day,267.34,0.566,0.649,3
244,335-1697,4,All-Rounder 299,All-Rounder,303.39,0.81,0.753,1
244,335-1697,4,Night Owl 199,Night,248.87,0.686,0.719,2
244,335-1697,4,Unlimited Talk 399,Unlimited,401.63,0.776,0.687,3
245,331-5138,4,Lite Value 149,Lite,168.92,0.54,0.686,1
245,331-5138,4,All-Rounder 299,All-Rounder,299.0,0.661,0.681,2
245,331-5138,4,Night Owl 199,Night,220.87,0.533,0.656,3
246,385-8240,0,Night Owl 199,Night,204.62,0.609,0.702,1
246,385-8240,0,Lite Value 149,Lite,168.95,0.53,0.681,2
246,385-8240,0,Midnight Max 299,Midnight,302.33,0.612,0.655,3
247,348-1359,4,All-Rounder 299,All-Rounder,299.06,0.658,0.679,1
247,348-1359,4,Lite Value 149,Lite,178.24,0.507,0.664,2
247,348-1359,4,Night Owl 199,Night,237.89,0.539,0.651,3
248,354-7339,4,All-Rounder 299,All-Rounder,299.0,0.677,0.689,1
248,354-7339,4,Lite Value 149,Lite,176.77,0.504,0.664,2
248,354-7339,4,Night Owl 199,Night,237.96,0.52,0.641,3
249,349-1687,0,All-Rounder 299,All-Rounder,299.5,0.662,0.681,1
249,349-1687,0,Lite Value 149,Lite,183.42,0.474,0.645,2
249,349-1687,0,Night Owl 199,Night,242.86,0.503,0.63,3
250,380-2558,0,Night Owl 199,Night,224.93,0.565,0.67,1
250,380-2558,0,Lite Value 149,Lite,173.16,0.51,0.668,2
250,380-2558,0,All-Rounder 299,All-Rounder,300.09,0.632,0.666,3
251,365-2153,4,All-Rounder 299,All-Rounder,300.23,0.687,0.693,1
251,365-2153,4,Lite Value 149,Lite,171.41,0.552,0.69,2
251,365-2153,4,Day Saver 249,Day,268.69,0.561,0.646,3
252,345-6043,4,All-Rounder 299,All-Rounder,299.0,0.68,0.691,1
252,345-6043,4,Lite Value 149,Lite,173.7,0.529,0.678,2
252,345-6043,4,Day Saver 249,Day,270.75,0.55,0.64,3
253,349-2808,0,All-Rounder 299,All-Rounder,299.0,0.65,0.675,1
253,349-2808,0,Lite Value 149,Lite,178.73,0.485,0.653,2
253,349-2808,0,Night Owl 199,Night,230.06,0.526,0.648,3
254,411-1715,4,All-Rounder 299,All-Rounder,299.25,0.65,0.675,1
254,411-1715,4,Lite Value 149,Lite,177.62,0.497,0.66,2
254,411-1715,4,Night Owl 199,Night,240.11,0.484,0.622,3
255,385-2488,0,All-Rounder 299,All-Rounder,300.15,0.676,0.688,1
255,385-2488,0,Lite Value 149,Lite,172.47,0.532,0.68,2
255,385-2488,0,Day Saver 249,Day,270.74,0.536,0.633,3
256,377-7177,4,All-Rounder 299,All-Rounder,299.0,0.662,0.681,1
256,377-7177,4,Lite Value 149,Lite,172.53,0.521,0.674,2
256,377-7177,4,Night Owl 199,Night,226.76,0.534,0.654,3
257,342-1099,4,All-Rounder 299,All-Rounder,300.26,0.634,0.667,1
