phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
328-3266,97,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,False,606.6000000000001,322.0,67.83,0.3953181668315199,0.354104846686449,0.2362347510715463,0.014342235410484664,1.8838509316770191,4
352-7072,46,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,False,650.7,292.0,67.59,0.32303672967573377,0.3493161211003535,0.30751498386353154,0.020132165360381125,2.2284246575342466,4
370-7550,41,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,False,505.0,314.0,56.74,0.4233663366336634,0.2807920792079208,0.28158415841584156,0.014257425742574258,1.60828025477707,0
369-5526,121,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,False,604.8,327.0,60.61,0.31531084656084657,0.30340608465608465,0.3650793650793651,0.016203703703703706,1.8495412844036696,4
329-4391,193,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,False,427.70000000000005,311.0,48.51,0.3995791442599953,0.309328968903437,0.26397007248071075,0.027121814355856904,1.3752411575562702,4
408-4195,130,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,False,500.99999999999994,339.0,48.29,0.3077844311377246,0.2199600798403194,0.45389221556886233,0.018363273453093812,1.4778761061946901,4
354-4445,85,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,False,695.3,265.0,68.33999999999999,0.28965913993959447,0.3299295268229542,0.3631525960017259,0.017258737235725588,2.6237735849056603,4
335-4858,162,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,True,392.1,280.0,34.84,0.18031114511604182,0.4016832440703902,0.3947972456006121,0.023208365212955877,1.4003571428571429,4
414-8718,61,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,True,566.1999999999999,362.0,56.23,0.33115506888025437,0.25891910985517486,0.3986223949134582,0.011303426351112682,1.564088397790055,0
409-5939,92,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,False,469.59999999999997,303.0,42.41,0.19527257240204432,0.4124787052810903,0.3726575809199319,0.019591141396933562,1.5498349834983498,4
331-4902,131,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,False,650.0999999999999,338.0,64.63,0.3294877711121366,0.2487309644670051,0.40716812798031077,0.01461313644054761,1.9233727810650885,0
353-6870,90,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,False,521.0,331.0,52.78999999999999,0.27927063339731284,0.41785028790786943,0.28195777351247603,0.02092130518234165,1.5740181268882176,4
355-2909,75,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,False,587.3000000000001,296.0,54.919999999999995,0.2831602247573642,0.26936829558998804,0.4370849650945002,0.010386514558147453,1.9841216216216218,4
390-6101,78,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,False,732.3,378.0,73.17999999999999,0.3154444899631299,0.3146251536255633,0.3569575310665028,0.012972825344804043,1.937301587301587,4
400-3446,82,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,False,614.7,259.0,62.34,0.32585000813404913,0.3273141369773873,0.33528550512445093,0.011550349764112573,2.3733590733590737,4
411-5859,163,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,False,615.1,327.0,62.46,0.3202731263209234,0.32937733701837096,0.33555519427735325,0.0147943423833523,1.881039755351682,4
387-2919,91,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,False,561.6000000000001,328.0,50.95,0.23130341880341876,0.308582621082621,0.44017094017094005,0.019943019943019936,1.71219512195122,4
374-8525,75,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,False,636.0999999999999,341.0,60.49999999999999,0.2763716396792958,0.3419273699103915,0.37336896714353096,0.008332023266781953,1.8653958944281521,0
379-5592,91,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,False,620.8,351.0,64.42999999999999,0.3271585051546392,0.3384342783505155,0.31507731958762886,0.019329896907216496,1.7686609686609684,4
345-8237,127,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,False,584.5,272.0,56.790000000000006,0.3134302822925577,0.21693755346449956,0.4504704875962361,0.019161676646706587,2.1488970588235294,0
422-6690,113,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,False,525.8000000000001,225.0,57.660000000000004,0.38988208444275385,0.28908330163560286,0.30163560289083297,0.01939901103081019,2.3368888888888892,0
346-2359,110,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,False,630.9,314.0,60.8,0.23537803138373753,0.4381042954509431,0.30686321128546523,0.019654461879854177,2.0092356687898087,4
374-3534,120,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,False,685.0,285.0,67.04,0.2924087591240876,0.32175182481751824,0.3705109489051095,0.015328467153284672,2.4035087719298245,0
381-4756,157,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,False,504.6,325.0,56.14,0.38168846611177165,0.3874355925485533,0.2173999207292905,0.013476020610384462,1.5526153846153847,0
390-2805,103,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,False,654.2,231.0,70.71,0.37679608682360133,0.29883827575664934,0.30648119841027205,0.017884439009477223,2.8320346320346323,4
390-2390,117,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,True,608.1,312.0,58.53,0.2747903305377405,0.29189278079263276,0.4101299128432824,0.02318697582634435,1.9490384615384617,4
419-9097,140,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,False,516.6999999999999,299.0,61.86,0.44880975420940594,0.30985097735629963,0.2136636346042191,0.027675633830075486,1.7280936454849496,4
386-7281,127,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,False,567.3000000000001,282.0,55.09,0.2585933368588048,0.3587167283624184,0.3585404547858276,0.024149479992949054,2.0117021276595746,4
380-3561,83,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,False,620.6,322.0,73.16,0.43747985820174023,0.3485336770866903,0.19513374154044472,0.018852723171124717,1.9273291925465839,4
390-8760,121,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,False,570.0,327.0,58.989999999999995,0.31842105263157894,0.38315789473684214,0.28350877192982454,0.014912280701754385,1.7431192660550459,4
366-6730,145,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,False,717.8,282.0,73.5,0.35901365282808584,0.22582892170521038,0.3996935079409306,0.015463917525773196,2.5453900709219854,0
395-5285,113,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,False,598.1,297.0,62.38,0.3240260825948838,0.3701722120046815,0.2880789165691356,0.017722788831299113,2.013804713804714,4
354-3436,117,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,False,618.6,322.0,51.239999999999995,0.16618170061429033,0.33414161008729387,0.48334949886841255,0.016327190430003233,1.9211180124223604,4
336-7600,65,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,False,580.3,325.0,57.60000000000001,0.3237980354988799,0.2715836636222644,0.391693951404446,0.01292434947440979,1.7855384615384613,4
383-6293,56,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,False,621.9,383.0,67.72000000000001,0.3634024762823605,0.3995819263547194,0.22592056600739668,0.011095031355523397,1.6237597911227153,4
362-4596,96,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,False,687.4,252.0,71.92,0.3788187372708757,0.21239453011347106,0.3920570264765784,0.016729706139074776,2.727777777777778,4
401-3926,151,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,False,746.5,359.0,69.83,0.2393837910247823,0.3912926992632284,0.35619557937039514,0.013127930341594107,2.0793871866295266,4
370-9116,83,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,True,734.4999999999999,357.0,87.89,0.45936010891763107,0.30959836623553444,0.20953029271613346,0.02151123213070116,2.057422969187675,4
328-6289,139,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,False,677.5,339.0,63.150000000000006,0.23261992619926197,0.36457564575645757,0.38258302583025827,0.02022140221402214,1.9985250737463127,0
350-9994,6,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,False,629.1,270.0,63.82,0.2918454935622317,0.4080432363694166,0.2838976315371165,0.016213638531235097,2.33,4
351-4616,115,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,False,499.90000000000003,371.0,49.760000000000005,0.284256851370274,0.36687337467493497,0.32966593318663734,0.019203840768153627,1.3474393530997306,0
360-5779,87,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,False,453.1,311.0,45.92,0.30081659677775324,0.3800485544030015,0.3034650187596557,0.015669830059589492,1.4569131832797428,4
417-4885,141,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,False,724.1,330.0,72.08999999999999,0.29982046678635543,0.3335174699627123,0.35008976660682223,0.01657229664410993,2.1942424242424243,4
406-4710,141,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,False,668.9,325.0,65.57,0.2803109582897294,0.36089101509941696,0.3431006129466288,0.015697413664224846,2.058153846153846,0
409-8743,62,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,False,483.09999999999997,308.0,42.26,0.20471951976816397,0.280273235354999,0.48975367418753885,0.02525357068929828,1.5685064935064934,4
335-4584,146,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,False,528.1999999999999,334.0,56.87,0.3905717531238168,0.2813328284740629,0.3165467625899281,0.011548655812192353,1.5814371257485027,4
361-9845,92,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,False,697.6999999999999,290.0,73.05999999999999,0.3484305575462233,0.30643543070087437,0.327791314318475,0.017342697434427404,2.405862068965517,0
366-5699,185,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,False,625.4000000000001,388.0,60.10000000000001,0.303485769107771,0.26111288775183883,0.4234090182283338,0.011992324912056282,1.611855670103093,0
329-9364,148,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,False,717.4,323.0,69.71000000000001,0.28157234457764146,0.3390019514914971,0.3642319487036521,0.015193755227209367,2.221052631578947,4
390-7434,94,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,False,482.09999999999997,317.0,53.580000000000005,0.35283136278780336,0.4009541588881975,0.21966397013067832,0.02655050819332089,1.5208201892744477,0
404-9680,32,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,578.5999999999999,232.0,63.81,0.3990667127549258,0.32388524023505016,0.26615969581749055,0.010888351192533703,2.493965517241379,4
338-9398,68,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,571.2,291.0,67.25,0.4150910364145658,0.39128151260504196,0.17051820728291317,0.02310924369747899,1.9628865979381445,4
394-2445,64,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,527.1,280.0,55.650000000000006,0.3454752418895845,0.32195029406184783,0.3124644280022766,0.020110036046291024,1.8825,0
381-2709,25,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,610.2,278.0,53.2,0.19550966896099636,0.3466076696165191,0.440675188462799,0.017207472959685347,2.1949640287769787,4
397-5060,65,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,492.20000000000005,332.0,47.09,0.23730190979276714,0.36347013409183254,0.3705810646078829,0.028646891507517265,1.482530120481928,4
415-2393,179,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,619.4,326.0,62.61999999999999,0.3538908621246367,0.24120116241524056,0.39505973522763965,0.009848240232483048,1.9,4
377-1765,94,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,603.6,342.0,68.0,0.4184890656063618,0.27998674618952946,0.28313452617627566,0.018389662027833,1.7649122807017545,4
409-2111,62,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,544.9000000000001,316.0,53.26,0.2699577904202605,0.34942191227748204,0.35823086804918325,0.022389429253073953,1.7243670886075952,4
401-3170,127,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,638.2,305.0,65.75,0.3166718896897524,0.3594484487621435,0.30586023190222494,0.018019429645879034,2.092459016393443,4
405-5681,116,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,591.8000000000001,291.0,59.73,0.2931733693815478,0.3279824264954376,0.35147009124704287,0.027374112875971607,2.0336769759450175,4
411-4582,70,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,725.5999999999999,346.0,73.36,0.31987320837927236,0.4028390297684675,0.27728776185226023,0.0,2.097109826589595,4
355-5009,94,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,703.3,369.0,67.00999999999999,0.28025024882695865,0.3049907578558226,0.40125124413479313,0.013507749182425708,1.9059620596205962,0
372-3750,126,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,345.59999999999997,304.0,31.05,0.1684027777777778,0.40133101851851855,0.3958333333333334,0.03443287037037038,1.1368421052631579,4
405-2888,67,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,533.0999999999999,320.0,50.169999999999995,0.21684486963046334,0.4458825736259614,0.31870193209529174,0.01857062464828363,1.6659374999999996,0
361-3337,19,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,669.0,289.0,66.83000000000001,0.27817638266068756,0.38011958146487296,0.31988041853512705,0.021823617339312405,2.314878892733564,4
350-1639,170,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,647.6999999999999,314.0,73.32999999999998,0.4012660182183109,0.3782615408368072,0.2075034738304771,0.012968967114404819,2.0627388535031845,4
333-3221,73,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,734.8,385.0,73.02,0.29164398475775727,0.3654055525313011,0.3282525857376157,0.014697876973326076,1.9085714285714284,4
422-1471,106,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,431.7,320.0,44.13,0.3676164002779708,0.1489460273337966,0.45981005327773916,0.0236275191104934,1.3490625,4
399-7865,93,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,589.1999999999999,303.0,72.09,0.4609640190088256,0.3893414799728446,0.13119484046164293,0.018499660556687034,1.9445544554455443,4
373-4819,164,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,519.9,352.0,52.02,0.30890555876130027,0.3139065204847086,0.35987689940373147,0.017311021350259664,1.4769886363636362,4
338-6981,51,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,660.1,314.0,68.3,0.352067868504772,0.28389637933646417,0.3502499621269504,0.01378579003181336,2.1022292993630574,4
418-4365,107,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,435.4,298.0,45.54,0.30730362884703727,0.41456132292145154,0.2576940744143317,0.020440973817179606,1.4610738255033557,4
359-5461,130,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,515.1,284.0,51.06,0.34342846049310816,0.17608231411376432,0.46204620462046203,0.018443020772665502,1.8137323943661972,4
375-3586,80,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,622.0,274.0,64.00999999999999,0.337459807073955,0.31366559485530543,0.33472668810289385,0.01414790996784566,2.27007299270073,4
407-8376,94,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,504.09999999999997,339.0,51.019999999999996,0.27276334060702245,0.40309462408252333,0.2975600079349336,0.026582027375520734,1.4870206489675515,4
408-6496,118,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,584.7,255.0,71.30999999999999,0.49512570548999485,0.2849324439883701,0.20369420215495124,0.016247648366683767,2.2929411764705883,0
385-7688,117,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,562.4,270.0,58.690000000000005,0.3522403982930299,0.3147226173541963,0.32094594594594594,0.01209103840682788,2.082962962962963,0
332-6934,78,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,603.1,368.0,55.32999999999999,0.24821754269607027,0.3021057867683634,0.4335931023047587,0.016083568230807494,1.638858695652174,4
378-3625,208,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,695.2,288.0,81.57000000000001,0.4696490218642117,0.253596087456847,0.26136363636363635,0.015391254315304945,2.413888888888889,4
353-7292,131,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,761.6999999999999,332.0,81.97999999999999,0.38453459367204934,0.26217670999081005,0.33517132729421034,0.01811736904293029,2.2942771084337346,0
399-6786,63,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,518.7,262.0,43.73,0.1600154231733179,0.34123770965876227,0.4736842105263157,0.02506265664160401,1.9797709923664124,4
358-3261,53,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,629.2,383.0,58.3,0.2315638906547997,0.3504450095359186,0.39717101080737444,0.020820089001907183,1.6428198433420367,0
377-9932,62,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,766.7,326.0,72.94,0.23777227077083604,0.4280683448545715,0.3195513238554845,0.014608060519107863,2.3518404907975463,4
397-4030,97,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,648.9,298.0,65.25,0.33595315148713206,0.28355678841115733,0.3706272152874095,0.009862844814301126,2.17751677852349,4
367-1062,105,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,543.0,246.0,50.68,0.2589318600368324,0.3289134438305709,0.3996316758747698,0.012523020257826888,2.207317073170732,4
341-8467,157,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,617.6999999999999,282.0,59.300000000000004,0.24720738222438077,0.4168690302735956,0.32070584426096815,0.01521774324105553,2.1904255319148933,4
339-9453,66,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,519.0,272.0,47.81,0.20558766859344896,0.4042389210019268,0.366859344894027,0.023314065510597302,1.9080882352941178,0
344-3388,122,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,521.2,262.0,60.370000000000005,0.4677666922486569,0.16097467382962394,0.3449731389102072,0.02628549501151189,1.9893129770992368,4
375-8013,38,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,615.2,284.0,61.89,0.3159947984395318,0.30347854356306886,0.36297139141742524,0.017555266579973992,2.1661971830985918,4
408-4142,106,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,638.1000000000001,294.0,64.26,0.3352139163140573,0.23805046230998272,0.4076163610719322,0.019119260304027576,2.1704081632653067,4
386-3671,99,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,705.8,297.0,72.33,0.3077359025219609,0.3495324454519694,0.32034570699914994,0.02238594502691981,2.376430976430976,4
411-2284,99,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,596.5,289.0,65.82,0.4041911148365465,0.26085498742665547,0.3155071248952221,0.01944677284157586,2.06401384083045,4
346-7795,144,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,657.3000000000001,308.0,67.6,0.3095998782899741,0.3766925300471626,0.2956032253156854,0.018104366347177846,2.1340909090909093,4
333-5609,82,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,532.8000000000001,308.0,55.559999999999995,0.2912912912912912,0.45889639639639634,0.22972972972972971,0.020082582582582578,1.72987012987013,0
405-1842,86,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,539.7,384.0,52.49999999999999,0.3105428942004817,0.20937557902538445,0.4574763757643135,0.022605151009820267,1.40546875,0
366-6345,70,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,545.6,310.0,65.97,0.41550586510263926,0.41807184750733134,0.13416422287390029,0.03225806451612903,1.76,4
337-9345,93,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,594.5999999999999,328.0,58.9,0.30154725866128496,0.30036999663639424,0.3787420114362597,0.01934073326606122,1.8128048780487802,4
328-6770,93,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,521.2,288.0,52.279999999999994,0.2904834996162701,0.3576362240982348,0.33096699923254025,0.020913277052954718,1.8097222222222225,4
380-7321,120,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,674.3,260.0,62.87,0.2669434969598102,0.33249295565771914,0.39359335607296453,0.006970191309506156,2.5934615384615385,4
